"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"2833",33,"M","African-American","25 - 45","Medium","Male",7,-1,6,1,1,"2013-03-01 05:09:59","2013-03-03 04:26:19",1,1,"M","25 - 45","African-American","Male","HighScore"
"2834",32,"F","African-American","25 - 45","High","Male",12,-1,8,1,0,"2013-01-14 02:13:57","2013-01-15 06:58:20",1,1,"F","25 - 45","African-American","Male","HighScore"
"2835",47,"F","African-American","Greater than 45","High","Male",14,-1,9,1,1,"2013-05-28 10:29:53","2013-05-29 01:39:49",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2836",25,"F","African-American","25 - 45","High","Male",14,-1,10,1,1,"2013-09-21 05:23:05","2013-12-13 05:27:00",1,1,"F","25 - 45","African-American","Male","HighScore"
"2837",28,"F","African-American","25 - 45","Medium","Male",4,0,6,1,1,"2013-05-14 03:57:54","2013-06-04 05:09:09",1,1,"F","25 - 45","African-American","Male","HighScore"
"2838",20,"F","African-American","Less than 25","High","Male",2,-1,9,1,1,"2014-06-20 09:05:06","2014-06-21 08:48:06",1,1,"F","Less than 25","African-American","Male","HighScore"
"2839",24,"M","African-American","Less than 25","Medium","Female",2,-1,7,1,1,"2013-02-01 08:31:26","2013-02-15 08:31:42",1,1,"M","Less than 25","African-American","Female","HighScore"
"2840",30,"M","African-American","25 - 45","High","Male",7,0,10,1,1,"2014-04-05 01:40:40","2014-04-07 03:04:32",1,1,"M","25 - 45","African-American","Male","HighScore"
"2841",26,"F","African-American","25 - 45","High","Male",14,0,9,1,1,"2013-08-13 12:24:29","2013-08-13 10:16:00",1,1,"F","25 - 45","African-American","Male","HighScore"
"2842",58,"F","African-American","Greater than 45","Medium","Male",24,0,6,1,1,"2013-09-16 03:15:20","2013-09-19 09:14:48",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2843",20,"F","African-American","Less than 25","High","Female",2,-1,10,1,1,"2014-12-13 06:46:56","2015-01-05 09:45:19",1,1,"F","Less than 25","African-American","Female","HighScore"
"2844",21,"F","Caucasian","Less than 25","High","Male",0,0,8,1,1,"2013-05-10 02:20:24","2013-05-14 05:41:25",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2845",32,"F","African-American","25 - 45","High","Male",15,-1,8,1,1,"2013-05-26 02:00:57","2013-06-02 04:30:37",1,1,"F","25 - 45","African-American","Male","HighScore"
"2846",46,"F","African-American","Greater than 45","Medium","Male",15,-1,7,1,1,"2013-05-27 10:42:08","2013-06-03 08:56:07",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2847",21,"F","Hispanic","Less than 25","Medium","Male",0,0,6,1,1,"2014-01-19 03:10:12","2014-01-19 09:19:21",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2848",43,"F","Caucasian","25 - 45","Medium","Male",11,16,7,1,1,"2013-09-06 05:24:24","2013-11-22 04:21:07",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2849",30,"F","African-American","25 - 45","High","Male",9,0,10,1,1,"2013-05-01 03:22:06","2013-06-20 06:27:48",1,1,"F","25 - 45","African-American","Male","HighScore"
"2850",24,"F","African-American","Less than 25","High","Male",8,-1,9,1,1,"2013-05-15 06:50:18","2013-05-16 04:10:04",1,1,"F","Less than 25","African-American","Male","HighScore"
"2851",21,"F","African-American","Less than 25","High","Male",0,-1,8,1,1,"2014-02-13 05:07:42","2014-02-22 03:58:11",1,1,"F","Less than 25","African-American","Male","HighScore"
"2852",51,"M","Caucasian","Greater than 45","Medium","Female",5,-1,7,1,1,"2013-11-29 12:24:59","2013-12-20 06:40:40",1,1,"M","Greater than 45","Caucasian","Female","HighScore"
"2853",45,"F","African-American","Greater than 45","Medium","Male",8,-1,7,1,1,"2013-05-03 07:04:28","2013-05-04 01:16:42",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2854",26,"F","African-American","25 - 45","High","Male",13,0,8,1,1,"2013-08-30 12:08:40","2013-08-30 08:05:57",1,1,"F","25 - 45","African-American","Male","HighScore"
"2855",34,"F","Caucasian","25 - 45","Medium","Male",9,-1,6,1,1,"2014-04-25 03:08:53","2014-04-26 07:58:38",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2856",31,"M","African-American","25 - 45","Medium","Male",8,-1,7,1,1,"2013-02-17 12:26:34","2013-02-18 09:10:16",1,1,"M","25 - 45","African-American","Male","HighScore"
"2857",32,"F","Caucasian","25 - 45","Medium","Female",6,-1,6,1,1,"2014-03-13 05:35:34","2014-03-21 07:43:44",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2858",23,"F","African-American","Less than 25","Medium","Female",2,-1,7,1,1,"2013-12-23 08:26:11","2013-12-24 12:52:29",1,1,"F","Less than 25","African-American","Female","HighScore"
"2859",55,"F","Caucasian","Greater than 45","Medium","Male",3,-1,7,1,1,"2013-01-03 05:45:57","2013-02-08 06:03:58",1,1,"F","Greater than 45","Caucasian","Male","HighScore"
"2860",30,"F","African-American","25 - 45","Medium","Male",21,-1,7,1,1,"2013-02-19 03:27:39","2013-02-20 09:04:21",1,1,"F","25 - 45","African-American","Male","HighScore"
"2861",22,"F","African-American","Less than 25","High","Male",13,-1,10,1,1,"2013-10-08 11:48:59","2013-10-09 09:59:21",1,1,"F","Less than 25","African-American","Male","HighScore"
"2862",35,"F","African-American","25 - 45","High","Male",23,-1,9,1,1,"2014-10-22 09:03:28","2014-10-23 10:13:52",1,1,"F","25 - 45","African-American","Male","HighScore"
"2863",32,"F","African-American","25 - 45","Medium","Male",24,-1,7,1,1,"2014-11-14 10:48:40","2014-11-17 08:11:13",1,1,"F","25 - 45","African-American","Male","HighScore"
"2864",20,"F","African-American","Less than 25","Medium","Male",0,-1,6,1,1,"2014-04-16 06:07:43","2014-04-17 09:03:30",1,1,"F","Less than 25","African-American","Male","HighScore"
"2865",19,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,1,1,"2014-07-03 09:58:44","2014-07-06 04:26:19",1,1,"M","Less than 25","Caucasian","Male","HighScore"
"2866",44,"F","Caucasian","25 - 45","High","Male",13,0,9,1,1,"2014-11-22 12:35:34","2014-12-09 09:51:06",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2867",30,"F","African-American","25 - 45","Medium","Male",1,-1,6,1,1,"2013-02-07 03:51:09","2013-02-08 02:09:27",1,1,"F","25 - 45","African-American","Male","HighScore"
"2868",21,"F","Caucasian","Less than 25","High","Male",0,-2,9,1,1,"2013-07-27 11:47:49","2013-07-28 05:43:39",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2869",30,"F","Caucasian","25 - 45","High","Female",2,-1,10,1,1,"2014-12-16 01:46:57","2015-01-28 12:32:21",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2870",27,"M","African-American","25 - 45","High","Male",2,-1,9,1,0,"2013-01-01 09:18:48","2013-01-02 11:09:35",1,1,"M","25 - 45","African-American","Male","HighScore"
"2871",48,"F","African-American","Greater than 45","High","Male",14,23,9,1,1,"2013-02-27 03:22:52","2013-07-19 10:47:00",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2872",24,"F","African-American","Less than 25","High","Male",4,-27,8,1,1,"2013-08-02 08:34:54","2013-08-29 05:18:22",1,1,"F","Less than 25","African-American","Male","HighScore"
"2873",44,"F","Caucasian","25 - 45","Medium","Female",4,0,6,1,1,"2013-03-17 04:09:52","2013-03-22 05:53:12",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2874",23,"F","Caucasian","Less than 25","Medium","Male",2,0,7,1,0,"2013-04-02 02:25:10","2013-04-15 09:11:23",1,1,"F","Less than 25","Caucasian","Male","HighScore"
"2875",34,"F","Caucasian","25 - 45","Medium","Female",1,-1,6,1,1,"2013-02-06 10:06:26","2013-02-19 07:35:25",1,1,"F","25 - 45","Caucasian","Female","HighScore"
"2876",23,"M","African-American","Less than 25","Medium","Male",3,-1,6,1,1,"2014-07-09 03:32:50","2014-07-22 04:47:00",1,1,"M","Less than 25","African-American","Male","HighScore"
"2877",34,"F","African-American","25 - 45","Medium","Male",7,0,6,1,1,"2013-04-20 01:50:04","2013-04-20 07:14:44",1,1,"F","25 - 45","African-American","Male","HighScore"
"2878",34,"F","African-American","25 - 45","High","Male",27,-1,9,1,1,"2014-01-12 03:07:09","2014-05-10 05:12:05",1,1,"F","25 - 45","African-American","Male","HighScore"
"2879",25,"M","African-American","25 - 45","High","Male",7,-1,9,1,1,"2014-01-21 08:22:17","2014-01-24 10:19:47",1,1,"M","25 - 45","African-American","Male","HighScore"
"2880",31,"F","Caucasian","25 - 45","Medium","Male",1,-1,7,1,1,"2014-11-13 05:26:22","2014-12-16 04:07:30",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2881",28,"F","African-American","25 - 45","Medium","Male",8,-1,6,1,0,"2013-01-16 11:54:04","2013-02-26 04:08:32",1,1,"F","25 - 45","African-American","Male","HighScore"
"2882",45,"F","African-American","Greater than 45","High","Male",15,-1,9,1,1,"2013-11-18 07:33:50","2014-10-15 05:49:55",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2883",26,"F","Caucasian","25 - 45","Medium","Male",7,-1,6,1,1,"2013-03-18 07:27:49","2013-04-05 08:05:25",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2884",33,"F","Caucasian","25 - 45","High","Male",7,-1,8,1,1,"2014-07-26 03:22:27","2014-07-27 08:26:01",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2885",19,"F","Hispanic","Less than 25","High","Male",1,-12,9,1,0,"2013-09-11 07:10:26","2013-09-16 06:40:29",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2886",27,"F","African-American","25 - 45","High","Male",0,-1,8,1,1,"2013-11-12 08:49:59","2014-01-12 07:13:33",1,1,"F","25 - 45","African-American","Male","HighScore"
"2887",29,"F","African-American","25 - 45","High","Male",7,0,8,1,1,"2013-03-21 01:34:25","2013-03-23 07:42:18",1,1,"F","25 - 45","African-American","Male","HighScore"
"2888",30,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2013-05-01 01:32:49","2013-05-03 03:49:21",1,1,"F","25 - 45","African-American","Male","HighScore"
"2889",25,"F","Other","25 - 45","High","Male",24,-1,10,1,1,"2014-08-18 10:49:05","2014-08-19 07:37:38",1,1,"F","25 - 45","Other","Male","HighScore"
"2890",25,"F","African-American","25 - 45","Medium","Male",4,0,6,1,1,"2013-04-12 02:27:28","2013-05-25 08:22:52",1,1,"F","25 - 45","African-American","Male","HighScore"
"2891",47,"F","African-American","Greater than 45","Medium","Male",23,-1,7,1,1,"2013-01-22 01:33:48","2014-03-01 11:25:40",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2892",29,"F","African-American","25 - 45","High","Male",13,0,10,1,1,"2014-12-08 12:41:35","2014-12-10 05:10:10",1,1,"F","25 - 45","African-American","Male","HighScore"
"2893",26,"F","African-American","25 - 45","High","Male",9,-1,8,1,1,"2014-03-05 09:51:09","2014-03-08 01:29:05",1,1,"F","25 - 45","African-American","Male","HighScore"
"2894",27,"F","African-American","25 - 45","High","Male",5,-1,9,1,1,"2013-11-08 04:23:08","2013-11-12 10:03:30",1,1,"F","25 - 45","African-American","Male","HighScore"
"2895",21,"F","African-American","Less than 25","Medium","Male",3,-1,7,1,1,"2013-11-09 02:29:56","2013-11-13 09:54:35",1,1,"F","Less than 25","African-American","Male","HighScore"
"2896",28,"F","African-American","25 - 45","High","Male",8,0,8,1,1,"2013-03-06 02:21:02","2013-03-26 09:13:38",1,1,"F","25 - 45","African-American","Male","HighScore"
"2897",23,"M","African-American","Less than 25","High","Male",2,-1,8,1,1,"2013-02-02 06:32:38","2013-02-04 09:12:27",1,1,"M","Less than 25","African-American","Male","HighScore"
"2898",49,"M","African-American","Greater than 45","Medium","Female",14,-1,7,1,1,"2014-04-09 01:43:23","2014-08-09 03:21:34",1,1,"M","Greater than 45","African-American","Female","HighScore"
"2899",32,"M","Caucasian","25 - 45","Medium","Male",9,0,7,1,1,"2013-04-14 12:36:39","2013-04-19 10:22:27",1,1,"M","25 - 45","Caucasian","Male","HighScore"
"2900",44,"M","African-American","25 - 45","High","Male",19,-17,9,1,1,"2014-08-03 01:39:31","2014-08-20 11:15:38",1,1,"M","25 - 45","African-American","Male","HighScore"
"2901",24,"F","Hispanic","Less than 25","High","Male",11,-15,10,1,1,"2013-03-12 11:19:44","2013-03-13 01:53:48",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2902",24,"F","African-American","Less than 25","High","Male",0,0,10,1,1,"2013-03-02 02:07:15","2013-03-03 09:02:05",1,1,"F","Less than 25","African-American","Male","HighScore"
"2903",53,"F","Hispanic","Greater than 45","High","Male",9,-1,8,1,1,"2014-11-08 02:17:47","2015-03-18 10:15:00",1,1,"F","Greater than 45","Hispanic","Male","HighScore"
"2904",22,"M","African-American","Less than 25","Medium","Female",0,0,7,1,1,"2014-10-29 01:41:40","2014-10-29 07:55:17",1,1,"M","Less than 25","African-American","Female","HighScore"
"2905",20,"F","Hispanic","Less than 25","High","Male",3,-1,10,1,1,"2014-12-11 09:23:32","2015-01-22 11:56:41",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2906",46,"F","Caucasian","Greater than 45","Medium","Male",10,-1,7,1,1,"2014-02-24 03:50:34","2014-05-08 06:32:26",1,1,"F","Greater than 45","Caucasian","Male","HighScore"
"2907",23,"M","Caucasian","Less than 25","High","Male",0,0,8,1,1,"2013-12-15 05:17:34","2013-12-18 06:00:00",1,1,"M","Less than 25","Caucasian","Male","HighScore"
"2908",31,"F","African-American","25 - 45","High","Male",19,-1,9,1,1,"2014-03-15 06:33:25","2014-03-16 02:03:17",1,1,"F","25 - 45","African-American","Male","HighScore"
"2909",37,"F","Caucasian","25 - 45","High","Male",11,0,8,1,1,"2014-02-06 03:06:50","2014-02-07 03:35:47",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2910",26,"F","African-American","25 - 45","Medium","Male",1,0,6,1,1,"2013-03-20 05:00:24","2013-03-21 02:39:41",1,1,"F","25 - 45","African-American","Male","HighScore"
"2911",24,"M","African-American","Less than 25","Medium","Male",2,-1,7,1,1,"2013-01-14 11:05:52","2013-01-26 12:04:24",1,1,"M","Less than 25","African-American","Male","HighScore"
"2912",21,"F","African-American","Less than 25","High","Male",0,-1,9,1,1,"2013-03-14 12:34:24","2013-03-15 07:44:17",1,1,"F","Less than 25","African-American","Male","HighScore"
"2913",32,"F","Caucasian","25 - 45","High","Male",15,-1,9,1,1,"2013-11-21 07:42:06","2014-01-31 05:11:17",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2914",33,"F","African-American","25 - 45","High","Male",10,0,9,1,1,"2014-02-04 02:43:48","2014-02-06 09:29:26",1,1,"F","25 - 45","African-American","Male","HighScore"
"2915",33,"F","African-American","25 - 45","High","Male",14,-1,8,1,1,"2014-07-31 07:35:55","2014-08-02 09:05:07",1,1,"F","25 - 45","African-American","Male","HighScore"
"2916",37,"F","African-American","25 - 45","High","Male",13,-1,8,1,1,"2013-10-16 07:57:16","2013-10-17 07:41:29",1,1,"F","25 - 45","African-American","Male","HighScore"
"2917",27,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1,"2014-05-12 01:24:43","2014-06-05 09:17:42",1,1,"F","25 - 45","African-American","Male","HighScore"
"2918",28,"F","Caucasian","25 - 45","Medium","Male",1,-1,7,1,1,"2013-09-30 06:15:51","2013-10-31 02:34:18",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2919",26,"F","African-American","25 - 45","High","Male",6,0,9,1,1,"2013-03-23 03:31:15","2013-04-10 05:03:02",1,1,"F","25 - 45","African-American","Male","HighScore"
"2920",22,"F","African-American","Less than 25","Medium","Male",3,0,6,1,1,"2013-10-07 12:36:51","2013-10-09 05:46:12",1,1,"F","Less than 25","African-American","Male","HighScore"
"2921",29,"M","African-American","25 - 45","High","Male",10,-1,10,1,1,"2013-01-11 09:11:26","2013-04-30 02:02:16",1,1,"M","25 - 45","African-American","Male","HighScore"
"2922",26,"F","African-American","25 - 45","High","Male",8,0,8,1,1,"2013-03-20 01:21:38","2013-03-20 07:46:24",1,1,"F","25 - 45","African-American","Male","HighScore"
"2923",48,"F","African-American","Greater than 45","High","Male",5,-1,9,1,1,"2013-01-03 12:33:59","2013-09-03 06:19:55",1,1,"F","Greater than 45","African-American","Male","HighScore"
"2924",20,"F","Hispanic","Less than 25","High","Male",2,-21,8,1,1,"2013-11-20 09:51:09","2013-12-11 11:31:13",1,1,"F","Less than 25","Hispanic","Male","HighScore"
"2925",32,"F","African-American","25 - 45","High","Male",21,-1,9,1,1,"2013-04-06 03:12:48","2013-06-09 04:42:25",1,1,"F","25 - 45","African-American","Male","HighScore"
"2926",29,"F","African-American","25 - 45","High","Male",8,-1,8,1,1,"2014-07-17 12:12:08","2014-07-31 09:34:55",1,1,"F","25 - 45","African-American","Male","HighScore"
"2927",22,"F","African-American","Less than 25","Medium","Male",1,0,7,1,1,"2014-06-22 04:50:40","2014-06-23 03:37:26",1,1,"F","Less than 25","African-American","Male","HighScore"
"2928",44,"F","African-American","25 - 45","High","Female",11,-1,8,1,1,"2014-11-05 01:39:14","2014-11-20 09:26:23",1,1,"F","25 - 45","African-American","Female","HighScore"
"2929",30,"F","African-American","25 - 45","High","Male",14,-1,9,1,1,"2013-04-30 02:58:28","2013-05-02 04:38:53",1,1,"F","25 - 45","African-American","Male","HighScore"
"2930",42,"F","African-American","25 - 45","High","Male",0,0,10,1,1,"2014-10-04 03:36:47","2014-11-07 04:56:46",1,1,"F","25 - 45","African-American","Male","HighScore"
"2931",29,"F","Caucasian","25 - 45","High","Male",7,-1,10,1,1,"2014-05-22 01:26:49","2014-05-23 01:41:40",1,1,"F","25 - 45","Caucasian","Male","HighScore"
"2932",31,"F","Other","25 - 45","Medium","Male",5,-1,6,1,0,"2013-03-10 08:28:08","2013-03-13 12:29:20",1,1,"F","25 - 45","Other","Male","HighScore"
"2933",25,"F","African-American","25 - 45","Medium","Male",4,-1,7,1,1,"2014-07-13 09:35:10","2014-07-14 08:01:09",1,1,"F","25 - 45","African-American","Male","HighScore"
"2934",26,"M","African-American","25 - 45","High","Male",13,-1,10,1,1,"2014-05-08 12:35:57","2014-05-08 09:01:32",1,1,"M","25 - 45","African-American","Male","HighScore"
"2935",31,"F","Hispanic","25 - 45","High","Male",16,0,10,1,1,"2013-01-14 12:17:47","2014-05-12 02:24:28",1,1,"F","25 - 45","Hispanic","Male","HighScore"
"2936",31,"F","African-American","25 - 45","Medium","Male",2,-1,7,1,1,"2014-09-05 03:07:05","2014-09-08 05:09:09",1,1,"F","25 - 45","African-American","Male","HighScore"
"2937",31,"M","African-American","25 - 45","High","Male",13,-1,10,1,1,"2013-03-12 09:19:16","2013-03-13 01:42:02",1,1,"M","25 - 45","African-American","Male","HighScore"
"2938",35,"F","African-American","25 - 45","High","Male",0,-1,8,1,0,"2013-05-21 04:36:41","2013-05-22 07:44:42",1,1,"F","25 - 45","African-American","Male","HighScore"
"2939",41,"F","Asian","25 - 45","High","Male",2,-1,8,1,1,"2014-01-22 07:06:45","2014-07-03 06:02:40",1,1,"F","25 - 45","Asian","Male","HighScore"
"2940",23,"F","African-American","Less than 25","High","Male",1,-1,10,1,1,"2013-01-17 10:19:58","2013-02-02 08:32:52",1,1,"F","Less than 25","African-American","Male","HighScore"
"2941",23,"F","African-American","Less than 25","Medium","Male",3,-1,6,1,1,"2014-11-02 05:56:22","2014-11-04 03:26:47",1,1,"F","Less than 25","African-American","Male","HighScore"
"2942",48,"M","Caucasian","Greater than 45","High","Male",2,-1,8,1,0,"2013-02-23 02:23:02","2013-02-27 08:21:29",1,1,"M","Greater than 45","Caucasian","Male","HighScore"
"2943",33,"F","African-American","25 - 45","Medium","Male",11,-1,6,1,1,"2013-08-13 09:01:33","2013-09-27 03:40:51",1,1,"F","25 - 45","African-American","Male","HighScore"
